Security ID,Name,New,For,Old,Qty Offered,Qty Subscribed,Date Ex,Allotment Date,Date Of Renunciation,Cum Price,Ex Price,Issue Price
MBSL.N.0000,MERCHANT BANK   ,3,:,7,"12,000,000","12,000,000",MAY-05-1994,JUN-02-1994,JUN-23-1994,83.00,80.00,70.00
MBSL.N.0000,MERCHANT BANK   ,1,:,2,"30,000,000","30,000,000",OCT-05-2005,OCT-18-2005,NOV-10-2005,31.50,27.50,15.00
MBSL-N-0000,MERCHANT BA,1,:,2,"45,000,000","45,000,000",20-Nov-09,19-Nov-09,10-Dec-09,26.5,20.7, 12.00 
MIRA.N.0000,MIRAMAR         ,1,:,4,"550,000","550,000",DEC-05-2003,DEC-18-2003,JAN-08-2004,53.00,35.00,65.00
MLL .N.0000,MLL             ,1,:,1,"9,559,669","9,559,669",JUN-13-2000,JUN-27-2000,JUL-18-2000,13.50,10.50,15.00
MPAC.N.0000,METAL PACKAGING ,1,:,5,"840,000","840,000",FEB-10-1992,MAR-02-1992,MAR-23-1992,68.75,67.00,45.00
MPRH.N.0000,MET. RES. HOL.  ,1,:,5,"6,610,800","6,610,800",JAN-25-2000,FEB-07-2000,FEB-28-2000,25.00,20.00,20.00
MRH .N.0000,MAHAWELI REACH  ,1,:,3,"1,366,445","1,366,445",APR-23-1993,MAY-17-1993,JUN-14-1993,17.50,16.00,14.00
MRH .N.0000,MAHAWELI REACH  ,1,:,1,"5,465,781","5,465,781",JUL-28-1994,AUG-18-1994,SEP-08-1994,30.00,30.00,30.00
MRH .N.0000,MAHAWELI REACH  ,13,:,18,"7,895,017","7,895,017",AUG-22-1997,SEP-03-1997,SEP-24-1997,17.00,14.00,10.00
MRH .N.0000,MAHAWELI REACH  ,3,:,2,"28,239,868","28,239,868",DEC-11-2002,DEC-24-2002,JAN-14-2003,10.25,10.00,10.00
MSL .N.0000,MERC. SHIPPING  ,5,:,7,"1,038,534","1,038,534",FEB-03-1993,MAR-01-1993,MAR-16-1993,50.00,48.00,10.00
MULL.N.0000,MULLERS         ,7,:,1,"2,625,000","2,625,000",JUL-22-1993,AUG-16-1993,SEP-03-1993,11.00,11.00,10.00
MULL.N.0000,MULLERS         ,1,:,1,"3,000,000","3,000,000",MAY-02-1995,MAY-19-1995,JUN-09-1995,15.00,11.00,10.00
MULL.N.0000,MULLERS         ,9,:,1,"54,000,000","48,000,000",JUL-05-2005,JUL-15-2005,AUG-05-2005,7.25,3.00,2.00
MULL.N.0000,MULLERS         ,4,:,1,"216,000,000","87,571,714",JAN-02-2008,DEC-31-2007,JAN-21-2008,0.80,0.90,1.00
MULL-N-0000,MULLERS,1,:,1,141571714,141428286,5-Apr-10,1-Apr-10,26-Apr-10,0.9,0.9,
NEH .N.0000,NUWARA ELIYA    ,74,:,100,"74,100","74,100",MAR-26-1993,APR-22-1993,MAY-13-1993,"1,500.00","1,350.25",350.00
NEH .N.0000,NUWARA ELIYA    ,1,:,3,"464,534","464,534",OCT-16-1996,OCT-28-1996,NOV-18-1996,"2,500.00",400.00,110.00
NHL .N.0000,NAWALOKA        ,1,:,5,"120,000,000","104,752,798",JUL-04-2005,JUL-14-2005,AUG-05-2005,3.75,3.75,4.00
NTB .N.0000,NATIONS TRUST   ,7,:,10,"35,000,000","35,000,000",JUN-11-2003,JUN-23-2003,JUL-14-2003,19.00,16.50,13.00
NTB .N.0000,NATIONS TRUST   ,1,:,3,"41,928,668","41,928,668",JAN-18-2008,JAN-17-2008,FEB-08-2008,28.00,27.00,25.00
OSEA.D.0009,OVERSEAS REALTY ,2,:,3,"20,004,192","20,004,192",APR-22-1996,MAY-07-1996,MAY-28-1996,,,54.00
OSEA.N.0000,OVERSEAS REALTY ,7,:,50,"69,057,200","69,057,200",AUG-11-2006,AUG-23-2006,SEP-11-2006,16.75,17.50,15.00
OSEA-N-0000,OVERSEAS RE,1,:,2,281161453,281161453,12-Oct-10,11-Oct-10,1-Nov-10,17.2,16.2,
PABC.N.0000,PAN ASIA        ,1,:,1,"55,571,883","55,068,524",OCT-13-2006,OCT-26-2006,NOV-16-2006,15.00,12.50,10.00
PABC-N-0000,PAN ASIA,1,:,3,36880136,36880136,1-Apr-10,31-Mar-10,26-Apr-10,18.7,16.5,
PARQ.N.0000,PARQUET         ,3,:,5,"621,000","621,000",NOV-27-1992,DEC-28-1992,JAN-18-1993,60.00,46.25,30.00
PARQ.N.0000,PARQUET         ,3,:,1,"4,968,000","4,968,000",SEP-04-2003,SEP-17-2003,OCT-08-2003,12.75,10.75,10.00
PARQ.N.0000,PARQUET         ,1,:,5,"1,324,800","1,324,800",OCT-24-2007,OCT-23-2007,NOV-19-2007,12.00,11.75,10.00
PARQ-N-0000,PARQUET,3,:,2,16423200,,31-Dec-10,30-Dec-10,20-Jan-11,27.1,21.1,
PEG .N.0000,PEGASUS HOTELS  ,11,:,5,"15,670,637","15,670,637",NOV-24-2005,DEC-06-2005,DEC-29-2005,28.25,21.75,18.00
PHAR.N.0000,COL PHARMACY    ,2,:,7,"212,143","212,143",JAN-15-1993,MAR-24-1993,APR-21-1993,"1,226.00",279.50,35.00
PMB .N.0000,PEOPLE'S MERCH  ,1,:,1,"12,500,000","12,500,000",NOV-02-2006,NOV-14-2006,DEC-05-2006,32.25,27.00,20.00
PMB -N-0000,PEOPLE'S ME,1,:,2,"12,500,000",,24-Dec-09,23-Dec-09,18-Jan-10,39.2,34.7, 20.00 
PMB -N-0000,PEOPLE'S ME,4,:,5,"30,000,000","30,000,000",12-Oct-11,10-Oct-11,1-Nov-11,20.20,17.60,15.00
PTEX.N.0000,PUGODA TEXTILES ,1,:,2,"5,000,000","5,000,000",JUN-27-1994,JUL-18-1994,AUG-08-1994,23.00,28.50,20.00
PURE.N.0000,COCA-COLA       ,1,:,5,"1,260,457","1,260,457",MAR-30-1992,APR-07-1992,APR-28-1992,135.00,125.00,60.00
PURE.N.0000,COCA-COLA       ,3,:,1,"56,720,550","56,720,550",DEC-12-1995,JAN-02-1996,JAN-23-1996,28.00,27.50,18.00
RCL .N.0000,ROYAL CERAMIC   ,1,:,10,"2,543,374","2,543,374",NOV-23-1994,DEC-09-1994,DEC-30-1994,60.00,56.50,60.00
RCL .N.0000,ROYAL CERAMIC   ,4,:,5,"24,619,863","24,619,863",DEC-18-2001,JAN-07-2002,JAN-29-2002,27.50,17.00,10.00
REEF.N.0000,REEFCOMBER      ,1,:,5,"1,474,748","1,474,748",OCT-27-1999,NOV-08-1999,NOV-29-1999,10.00,6.00,10.00
REEF.N.0000,REEFCOMBER      ,1,:,3,"2,949,497","2,949,497",NOV-08-2004,NOV-19-2004,DEC-13-2004,16.00,13.25,10.00
REEF.N.0000,REEFCOMBER      ,1,:,3,"3,932,663","3,932,663",MAR-10-2005,MAR-22-2005,APR-15-2005,15.25,13.50,10.00
REEF-N-0000,CITRUS LEIS,2,:,1,31461302,31461302,9-Nov-10,2-Nov-10,30-Nov-10,20,71.2,
REG .N.0000,REGNIS          ,1,:,2,"1,000,000","716,360",NOV-11-1996,NOV-25-1996,DEC-16-1996,24.00,24.00,22.00
REG .N.0000,REGNIS          ,1,:,3,"1,207,271","1,207,271",JAN-05-2006,JAN-20-2006,FEB-09-2006,63.25,58.00,50.00
RENU.N.0000,RENUKA CITY HOT.,1,:,4,"1,000,000","1,000,000",FEB-18-1994,MAR-17-1994,APR-07-1994,78.50,78.00,20.00
RGEM.N.0000,RADIANT GEMS    ,1,:,7,"300,000","300,000",AUG-30-1991,AUG-30-1991,AUG-30-1991,18.00,14.00,10.00
RHL -N-0000,RENUKA HOLD,1,:,6,"1,250,000","1,250,000",24-Sep-09,23-Sep-09,13-Oct-09,85,70.7, 15.00 
RHL -N-0000,RENUKA HOLD,1,:,6,"1,250,000","1,250,000",24-Sep-09,23-Sep-09,13-Oct-09,,, 25.00 
RHTL.N.0000,FORTRESS RESORTS,3,:,2,"12,442,350","12,442,350",FEB-27-2004,DEC-18-2003,JAN-08-2004,8.00,8.00,10.00
RHTL.N.0000,FORTRESS RESORTS,1,:,2,"10,368,625","10,368,625",OCT-14-2004,OCT-26-2004,NOV-18-2004,16.50,16.00,10.00
RHTL.N.0000,FORTRESS RESORTS,2,:,3,"20,737,250","20,737,250",MAR-16-2005,MAR-29-2005,APR-21-2005,15.00,14.00,10.00
RHTL.N.0000,FORTRESS RESORTS,3,:,4,"38,882,344","38,882,344",MAY-09-2006,MAY-23-2006,JUN-12-2006,14.00,13.00,10.00
RHTL.N.0000,FORTRESS RESORTS,2,:,9,"20,161,215","20,161,215",FEB-14-2007,FEB-27-2007,MAR-19-2007,10.00,10.00,10.00
RICH.N.0000,RICHARD PIERIS  ,1,:,3,"2,086,602","2,086,602",JAN-27-1993,FEB-17-1993,MAR-10-1993,81.00,81.00,85.00
RICH.N.0000,RICHARD PIERIS  ,1,:,4,"2,086,602","2,086,602",MAR-23-1994,APR-15-1994,MAY-06-1994,232.00,180.00,145.00
RICH.N.0000,RICHARD PIERIS  ,1,:,6,"2,488,872","2,488,872",MAR-18-1998,MAR-27-1998,APR-20-1998,117.00,115.00,90.00
RPBH.N.0000,ROYAL PALMS     ,1,:,4,"10,000,000","10,000,000",JUN-08-2001,JUN-20-2001,JUL-10-2001,9.00,9.00,8.00
SAMP.N.0000,SAMPATH         ,1,:,3,"17,221,907","17,221,907",DEC-08-2004,DEC-20-2004,JAN-17-2005,72.00,69.00,60.00
SAMS.N.0000,SAMUELS         ,2,:,3,"1,840,680","1,840,680",DEC-09-1991,DEC-30-1991,JAN-27-1992,44.00,30.00,15.00
SAMS.N.0000,SAMUELS         ,1,:,2,"2,300,850",185,APR-04-1997,APR-25-1997,MAY-16-1997,23.50,22.50,41.00
SEMB.N.0000,SEYLAN MERCHANT ,2,:,1,"30,000,000","18,377,340",MAY-07-1998,MAY-21-1998,JUN-11-1998,4.00,4.00,10.00
SEMB.N.0000,SEYLAN MERCHANT ,1,:,3,"11,125,780","11,125,780",JUN-09-2005,JUN-22-2005,JUL-12-2005,12.00,11.75,11.00
SEMB-N-0000,S M B LEASI,6,:,7,381455314,381455314,8-Oct-10,7-Oct-10,28-Oct-10,1.8,1.4,
SEMB-X-0000,S M B LEASI,23,:,5,460000000,362623134,8-Oct-10,7-Oct-10,28-Oct-10,1.8,1.3,
SEYB.N.0000,SEYLAN BANK     ,1,:,5,"4,000,000","4,000,000",JUL-20-1993,AUG-09-1993,AUG-30-1993,59.00,44.00,25.00
SEYB.N.0000,SEYLAN BANK     ,1,:,5,"6,000,000","6,000,000",JUL-04-1995,JUL-14-1995,AUG-04-1995,44.75,42.00,35.00
SEYB.X.0000,SEYLAN BANK     ,1,:,1,"83,560,000","83,560,000",APR-19-2006,MAY-02-2006,MAY-24-2006,13.50,13.00,12.50
SEYB-N-0000,SEYLAN BANK,1,:,3,"43,333,333","43,333,333",10-May-11,9-May-11,1-Jun-11,74.50,72.50,75.00
SEYB-X-0000,SEYLAN BANK,1,:,3,"41,186,666","41,186,666",10-May-11,9-May-11,1-Jun-11,35.10,35.10,35.00
SIGV.N.0000,SIGIRIYA VILLAGE,1,:,2,"773,100","773,100",FEB-02-1994,FEB-28-1994,MAR-21-1994,108.00,120.00,50.00
SIGV.N.0000,SIGIRIYA VILLAGE,1,:,2,"1,159,650","1,159,649",JUN-28-2004,JUL-09-2004,JUL-30-2004,70.00,55.00,45.00
SIGV-N-0000,SIGIRIYA VI,1,:,1,"3,478,950","3,421,050",25-Mar-09,24-Mar-09,23-Apr-09,25,23, 20.00 
SIGV-N-0000,SIGIRIYA VI,7,:,23,2100000,2100000,11-Oct-10,8-Oct-10,29-Oct-10,130.9,125.5,
SIL .N.0000,SAMSON INTERNAT.,1,:,5,"499,737","499,737",APR-05-1994,MAY-03-1994,MAY-24-1994,220.00,165.00,75.00
SIL .N.0000,SAMSON INTERNAT.,1,:,6,"549,711","549,711",NOV-08-2005,NOV-21-2005,DEC-12-2005,80.25,70.50,46.00
SINN.N.0000,CEY.STRAT. HOLD ,3,:,1,"3,452,679","3,452,679",DEC-29-1998,JAN-11-1999,FEB-01-1999,9.75,9.75,10.00
SINS.N.0000,SINGER SRI LANKA,1,:,8,"1,449,375","1,449,375",JUN-15-1993,JUL-06-1993,JUL-27-1993,67.00,66.00,40.00
SINS.N.0000,SINGER SRI LANKA,1,:,9,"2,125,750","1,855,766",NOV-04-1996,NOV-18-1996,DEC-09-1996,51.50,51.00,50.00
SMLL.N.0000,S M LEASING     ,1,:,2,"5,047,475","5,047,475",APR-05-2006,APR-20-2006,MAY-15-2006,48.50,29.75,18.00
SMLL.N.0000,S M LEASING     ,1,:,5,"3,028,485","3,028,485",OCT-17-2006,OCT-30-2006,NOV-08-2006,23.25,21.75,20.00
SMLL-N-0000,PEOPLE'S L,1,:,1,22713639,22713639,17-Sep-10,16-Sep-10,4-Oct-10,167.2,105.7,
SMOT.N.0000,SATHOSA MOTORS  ,1,:,6,"250,000","250,000",MAY-30-1994,MAY-30-1994,JUN-06-1994,130.00,130.00,125.00
SMOT.N.0000,SATHOSA MOTORS  ,1,:,1,"1,750,007","1,266,804",OCT-14-1996,OCT-29-1996,NOV-19-1996,67.00,60.00,55.00
SHOT-N-0000,SERENDIB HO,1,:,4,"15,102,948","15,102,948",6-May-11,5-May-11,27-May-11,171.80,32.40,24.50
SHOT-X-0000,SERENDIB HO,1,:,4,"7,202,211","7,202,211",6-May-11,5-May-11,27-May-11,125.70,22.10,18.25
SING-N-0000,SINGALANKA,3,:,1,"4,155,621","4,155,621",12-Aug-11,11-Aug-11,1-Sep-11,"1,441.70",544.80,55.00
SMLL-N-0000,PEOPLE'S FI,1,:,2,"22,713,639","22,713,639",26-Apr-11,25-Apr-11,16-May-11,82.00,54.10,25.00
SOY .N.0000,CONVENIENCE FOOD,2,:,9,"500,000","500,000",MAR-29-1993,MAR-26-1993,JUN-08-1993,34.00,33.75,20.00
SPEN.N.0000,AITKEN SPENCE   ,1,:,4,"1,785,146","1,785,146",JUN-02-1993,JUN-25-1993,JUL-16-1993,277.00,255.00,150.00
SPEN.N.0000,AITKEN SPENCE   ,1,:,4,"2,231,432","2,231,432",APR-19-1994,MAY-06-1994,MAY-27-1994,515.75,400.00,325.00
STAF.N.0000,STAFFORD        ,2,:,1,"16,864,788","16,864,788",NOV-18-1994,DEC-02-1994,DEC-23-1994,21.00,14.00,10.00
STAF.N.0000,STAFFORD        ,1,:,4,"6,324,295","6,324,295",JUL-16-2004,JUL-30-2004,AUG-20-2004,12.00,11.25,10.00
SUN .N.0000,SUNSHINE HOLDING,19,:,1,"2,850,000","2,850,000",AUG-28-2000,SEP-07-2000,SEP-28-2000,10.50,10.00,10.00
SUN .N.0000,SUNSHINE HOLDING,7,:,3,"7,000,000","7,000,000",FEB-27-2003,MAR-10-2003,MAR-31-2003,18.00,22.75,20.00
TANG.N.0000,TANGERINE       ,17,:,100,"730,000","730,000",MAR-24-1995,APR-20-1995,MAY-11-1995,134.00,120.00,20.00
TANG.N.0000,TANGERINE       ,1,:,4,"1,250,000","1,250,000",JAN-08-1998,JAN-22-1998,FEB-12-1998,50.00,45.00,20.00
TANG.N.0000,TANGERINE       ,1,:,3,"2,500,000","2,500,000",NOV-13-2003,NOV-25-2003,DEC-16-2003,70.00,61.75,20.00
TESS.N.0000,TESS AGRO       ,2,:,5,"3,800,000","3,800,000",DEC-05-2003,DEC-18-2003,JAN-08-2004,9.00,10.25,12.50
TESS.N.0000,TESS AGRO       ,2,:,5,"53,200,000","30,636,364",MAY-31-2005,JUN-10-2005,JUN-30-2005,2.25,2.00,1.50
TFC .N.0000,THE FINANCE CO. ,4,:,5,"7,984,992","7,984,992",MAY-23-2002,JUN-06-2002,JUN-27-2002,20.00,18.25,12.50
TILE.N.0000,LANKA TILES     ,3,:,4,"5,436,920","5,436,920",NOV-30-1992,DEC-29-1992,JAN-19-1993,60.00,60.00,30.00
TILE.N.0000,LANKA TILES     ,1,:,5,"5,052,420","5,052,420",MAR-02-2007,MAR-01-2007,MAR-29-2007,79.25,74.00,35.00
TKYO.N.0000,TOKYO CEMENT    ,1,:,2,"5,000,000","5,000,000",JUN-19-1997,JUL-07-1997,JUL-28-1997,74.50,68.00,50.00
TWOD-N-0000,TOUCHWOOD,1,:,1,8908800,8908800,17-May-10,14-May-10,14-Jun-10,128.5,87,
UAL .N.0000,UNION ASSURANCE ,1,:,3,"3,333,333","3,333,333",JAN-13-1995,FEB-08-1995,MAR-01-1995,80.00,70.00,50.00
UDPL.N.0000,UDAPUSSELLAWA   ,4,:,5,"7,600,000","7,600,000",AUG-01-2000,AUG-18-2000,SEP-08-2000,12.00,12.25,12.50
VANI.N.0000,VANIK INCORP LTD,1,:,4,"8,500,000","8,500,000",DEC-29-1994,JAN-18-1995,FEB-08-1995,64.00,58.00,40.00
VLL .N.0000,VIDULLANKA      ,1,:,10,"2,981,250","2,981,250",APR-20-2006,MAY-03-2006,MAY-26-2006,25.00,24.50,20.00
VLL -N-0000,VIDULLANKA,1,:,7,54109700,54109700,29-Oct-10,28-Oct-10,22-Nov-10,7.7,7.1,
WAPO.N.0000,WATAPOTA        ,3,:,1,"314,535","314,535",DEC-18-2001,JAN-03-2002,JAN-24-2002,,15.00,30.00
WAPO-N-0000,GUARDIAN CA,75,:,2,"25,162,800","25,162,800",21-Feb-11,18-Feb-11,9-Mar-11,"9,100.00",383.70,20.00
WMM .N.0000,W.M.MENDIS      ,1,:,5,"1,087,010","469,957",MAR-12-1993,MAR-26-1993,APR-15-1993,35.00,35.00,45.00
WMM .N.0000,W.M.MENDIS      ,4,:,9,"3,061,856","1,514,435",DEC-8-1993,12-Jan-94,2-Feb-94, - , - ,30.00
WMM .N.0000,W.M.MENDIS      ,4,:,9,"3,061,856","1,514,435",DEC-15-1993,JAN-12-1994,FEB-02-1994,40.00,39.00,30.00
YORK.N.0000,YORK ARCADE     ,1,:,9,"1,200,000","1,200,000",AUG-06-1992,SEP-02-1992,SEP-23-1992,11.75,11.00,12.00
